benchmarks/model-authoring/out/M3/а/r0/b7-obratno-stroka.flang	1
benchmarks/model-authoring/out/M3/а/r0/c3-ves-tokena.flang	1
benchmarks/model-authoring/out/M3/а/r1/a3-nod.flang	2
benchmarks/model-authoring/out/M3/а/r1/b7-obratno-stroka.flang	1
benchmarks/model-authoring/out/M3/а/r1/b8-skolko-raz.flang	2
benchmarks/model-authoring/out/M4/а/r0/a3-nod.flang	2
benchmarks/model-authoring/out/M4/а/r1/a5-summa-cifr.flang	17
benchmarks/model-authoring/out/M4/а/r1/b8-skolko-raz.flang	6
benchmarks/model-authoring/out/M4/а/r2/a3-nod.flang	1
benchmarks/model-authoring/out/M4/б/r1/b2-summa-spiska.flang	1
benchmarks/model-authoring/out/M4/б/r2/a4-stepen.flang	1
benchmarks/model-authoring/out/M4/б/r2/c2-pervyj-element.flang	1
benchmarks/proof-cost/count-20.flang	151
benchmarks/proof-cost/probe-closed-goal.flang	2
benchmarks/proof-cost/probe-forgery.flang	3
benchmarks/speed/memory.flang	64
benchmarks/speed/programs/tasks.flang	84
benchmarks/systems/fstab.flang	6
docs/benchmark/01-link-key.flang	13
docs/benchmark/02-node-key.flang	8
docs/benchmark/03-insert.flang	11
docs/benchmark/04-dictionary-size.flang	4
docs/benchmark/05-opposite.flang	13
docs/benchmark/06-prepend.flang	4
docs/benchmark/07-insert-at.flang	6
docs/benchmark/08-maximum.flang	9
docs/benchmark/09-take-first.flang	4
docs/benchmark/10-binary-search.flang	9
docs/benchmark/11-unique.flang	11
docs/benchmark/12-implies.flang	4
docs/benchmark/13-even.flang	17
docs/benchmark/14-tree-of-numbers.flang	5
docs/benchmark/15-first-or-default.flang	11
docs/benchmark/16-success.flang	17
docs/benchmark/17-member-of-set.flang	4
docs/benchmark/18-prepend-string.flang	4
docs/benchmark/19-lowercase-letter.flang	5
docs/benchmark/20-trim-spaces.flang	5
docs/benchmark2/01-link-key.flang	14
docs/benchmark2/02-node-key.flang	14
docs/benchmark2/03-insert.flang	16
docs/benchmark2/04-dictionary-size.flang	5
docs/benchmark2/05-opposite.flang	17
docs/benchmark2/06-prepend.flang	19
docs/benchmark2/07-insert-at.flang	18
docs/benchmark2/08-maximum.flang	5
docs/benchmark2/09-take-first.flang	14
docs/benchmark2/10-binary-search.flang	8
docs/benchmark2/11-unique.flang	12
docs/benchmark2/12-implies.flang	5
docs/benchmark2/13-even.flang	17
docs/benchmark2/14-tree-of-numbers.flang	8
docs/benchmark2/15-first-or-default.flang	21
docs/benchmark2/16-success.flang	14
docs/benchmark2/17-member-of-set.flang	5
docs/benchmark2/18-prepend-string.flang	19
docs/benchmark2/19-lowercase-letter.flang	11
docs/benchmark2/20-trim-spaces.flang	5
docs/course/check.flang	53
docs/examples/operations.flang	8
docs/examples/package/discount.flang	19
docs/examples/package/shop/shop.flang	14
